modelo,ratio,semilla,n_reales,n_sinteticos,pr_auc,pr_auc_val,roc_auc,f1,f1_val,precision,recall,umbral,vn,fp,fn,vp,epochs
cgan,0.5,44,3000,1500,0.15657184167050742,0.3220683178691024,0.5026629091152066,0.1993006993006993,0.35073068893528186,0.17325227963525835,0.2345679012345679,0.4699999999999999,1822,272,186,57,14
cgan,0.5,45,3000,1500,0.12585738881615371,0.3154385705015485,0.5061158473553677,0.06711409395973154,0.3133159268929504,0.18181818181818182,0.0411522633744856,0.07,2049,45,233,10,26
cgan,0.5,46,3000,1500,0.1291881600351863,0.29998279532446787,0.5064125995888704,0.1640706126687435,0.348993288590604,0.10972222222222222,0.32510288065843623,0.35999999999999993,1453,641,164,79,14
cgan,1.0,42,3000,3000,0.27429800682549493,0.32980954932450024,0.5819566781044018,0.23904382470119523,0.36388508891928867,0.17647058823529413,0.37037037037037035,0.41999999999999993,1674,420,153,90,14
cgan,1.0,43,3000,3000,0.17797327087316356,0.3013681274862646,0.5520692081235432,0.2010443864229765,0.3016157989228007,0.14722753346080306,0.3168724279835391,0.25999999999999995,1648,446,166,77,15
cgan,1.0,44,3000,3000,0.15205792461094575,0.3101646940488268,0.5269376348650465,0.18124006359300476,0.3129496402877698,0.14766839378238342,0.2345679012345679,0.6599999999999999,1765,329,186,57,15
cgan,1.0,45,3000,3000,0.10618674705504533,0.3349813990253322,0.5089752811285232,0.11538461538461539,0.33112582781456956,0.10830324909747292,0.12345679012345678,0.26999999999999996,1847,247,213,30,15
cgan,1.0,46,3000,3000,0.22255899429126733,0.30992943797733397,0.583008085024428,0.25391849529780564,0.35406698564593303,0.20506329113924052,0.3333333333333333,0.7699999999999999,1780,314,162,81,14
cgan,2.0,42,3000,6000,0.22904574607171146,0.33230114183702797,0.5971873390954363,0.23337856173677068,0.35684647302904565,0.17408906882591094,0.35390946502057613,0.57,1686,408,157,86,14
cgan,2.0,43,3000,6000,0.20292918244428068,0.3332466554652294,0.5687020725490427,0.25055432372505543,0.34844192634560905,0.17147192716236723,0.46502057613168724,0.48999999999999994,1548,546,130,113,14
cgan,2.0,44,3000,6000,0.2025308529639025,0.299222360741808,0.5446052016146467,0.20098039215686275,0.32124352331606215,0.1431064572425829,0.3374485596707819,0.5099999999999999,1603,491,161,82,14
cgan,2.0,45,3000,6000,0.139912144408453,0.3301318641344349,0.524086062078209,0.17586912065439672,0.34444444444444444,0.17479674796747968,0.17695473251028807,0.19999999999999996,1891,203,200,43,16
cgan,2.0,46,3000,6000,0.2873142929516943,0.3153976750952304,0.5913368000282996,0.2823920265780731,0.3541666666666667,0.23676880222841226,0.3497942386831276,0.8699999999999999,1820,274,158,85,13
cgan,4.0,42,3000,12000,0.238270267084484,0.2938843560216507,0.6159259652308575,0.2922824302134647,0.3276661514683153,0.24316939890710382,0.3662551440329218,0.6499999999999999,1817,277,154,89,13
cgan,4.0,43,3000,12000,0.17348706424233384,0.28384267673273106,0.5894992944764779,0.23333333333333334,0.34307992202729043,0.19607843137254902,0.2880658436213992,0.05,1807,287,173,70,22
cgan,4.0,44,3000,12000,0.228629312391599,0.270838446288403,0.5527098785084564,0.2205071664829107,0.3078534031413613,0.15060240963855423,0.411522633744856,0.24,1530,564,143,100,13
cgan,4.0,45,3000,12000,0.1512505533407769,0.33441282264006383,0.53913788563051,0.18834080717488788,0.358148893360161,0.20689655172413793,0.1728395061728395,0.73,1933,161,201,42,15
cgan,4.0,46,3000,12000,0.2453470803577983,0.327686252911795,0.6410948781743645,0.28426395939086296,0.3470031545741325,0.2413793103448276,0.345679012345679,0.8699999999999999,1830,264,159,84,14
